"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Dec 20 07:23:35 GMT 2021","Mon Dec 20 07:23:35 GMT 2021","555","tests.Search","test_success_searching","","","","Проверка поиска продуктов на сайте магазина",""
"passed","Mon Dec 20 07:23:34 GMT 2021","Mon Dec 20 07:23:35 GMT 2021","384","tests.Search","test_failed_searching","","","","Проверка поиска несуществующего продукта",""
"passed","Mon Dec 20 07:23:13 GMT 2021","Mon Dec 20 07:23:20 GMT 2021","7602","tests.Basket","test_cleaning_basket_after_buying","","","","Проверка очистки формы Корзины после совершения покупки",""
"passed","Mon Dec 20 07:23:09 GMT 2021","Mon Dec 20 07:23:13 GMT 2021","3779","tests.Basket","test_checking_basket_form","","","","Проверка стартового состояния Корзины",""
"passed","Mon Dec 20 07:23:30 GMT 2021","Mon Dec 20 07:23:34 GMT 2021","4367","tests.Buying","test_success_buying_several_products","","","","Проверка возможности совершить покупку нескольких товаров",""
"passed","Mon Dec 20 07:23:26 GMT 2021","Mon Dec 20 07:23:30 GMT 2021","3480","tests.Buying","test_success_buying_one_product","","","","Проверка возможности совершить покупку единственного товара",""
"passed","Mon Dec 20 07:23:21 GMT 2021","Mon Dec 20 07:23:26 GMT 2021","5395","tests.Basket","test_deleting_products_from_basket","","","","Проверка очистки формы Корзины до совершения покупки",""
